1,0.25629857,0.18562962
2,0.1804767,0.118549466
3,0.1236363,0.06916925
4,0.06599446,0.029980084
5,0.029991558,0.00754677
6,0.0070693623,0.011073645
7,0.009653782,0.027436186
8,0.023756642,0.03884667
9,0.04136972,0.033981934
10,0.03278063,0.026872564
11,0.025476635,0.017766336
12,0.015201783,0.00940275
13,0.008030705,0.005677753
14,0.0049490533,0.0073201363
15,0.0039548175,0.007845517
16,0.0070854416,0.010624669
17,0.010330909,0.011535527
18,0.012821589,0.01366494
19,0.011439662,0.013523643
20,0.012495567,0.009417801
21,0.0103127975,0.010189251
22,0.0070114117,0.0069723614
23,0.005728589,0.0051019974
24,0.0050360314,0.0074227527
25,0.0040942337,0.0062518176
26,0.005957132,0.0077242693
27,0.0042446926,0.009336881
28,0.008009013,0.007211564
29,0.008386413,0.006448236
30,0.005865673,0.006565984
31,0.0042317687,0.0054000095
32,0.0043221912,0.006520521
33,0.0044929264,0.006419397
34,0.0052087856,0.005709741
35,0.0046183723,0.0053992933
36,0.0043737106,0.0073537575
37,0.0044470485,0.0051885075
38,0.0046198424,0.004915771
39,0.003529081,0.0067320326
40,0.004671368,0.0054954845
41,0.0045972196,0.006174934
42,0.0040754536,0.0050023817
43,0.0044638105,0.0056068283
44,0.004399069,0.006709899
45,0.0036146268,0.0047838204
46,0.004187028,0.0065976763
47,0.004120392,0.0048034256
48,0.004322115,0.0057664346
49,0.004650101,0.004763916
50,0.0031267137,0.0043529486
51,0.0038786372,0.0054229023
52,0.0037426706,0.0051054712
53,0.004579489,0.004826674
54,0.0031660283,0.0052503264
55,0.0030474714,0.005078956
56,0.0028205055,0.004722863
57,0.0043378132,0.00530731
58,0.0027250692,0.0043668495
59,0.0029256195,0.004212794
60,0.0033981656,0.004113878
61,0.0025673835,0.0050680293
62,0.0031231884,0.0039216075
63,0.00372998,0.004479368
64,0.0027882555,0.0039504957
65,0.002480344,0.0034296159
66,0.0035371254,0.0045670024
67,0.0031506666,0.0036226236
68,0.002649697,0.0038687543
69,0.0031893873,0.0035475544
70,0.0026370287,0.0034565707
71,0.0022949912,0.003299924
72,0.002370574,0.0033895029
73,0.0028906432,0.004029964
74,0.0025730603,0.003551416
75,0.002323636,0.002483233
76,0.0015914795,0.003995469
77,0.002182384,0.0030111764
78,0.0019758872,0.0030676187
79,0.0027891146,0.0039609717
80,0.0025804522,0.0032928274
81,0.0023913914,0.003915052
82,0.0019278233,0.0037870444
83,0.0025653047,0.004206598
84,0.0024210312,0.0025962356
85,0.002569156,0.003661831
86,0.002203309,0.0024972563
87,0.0020171758,0.002618072
88,0.0016926854,0.003190219
89,0.0031013908,0.002789319
90,0.0017682835,0.0022567196
91,0.001626268,0.002036952
92,0.0019276228,0.0027408795
93,0.0018894913,0.0028497647
94,0.0030570913,0.0033699058
95,0.002049167,0.002956239
96,0.0016457099,0.0034795755
97,0.0018948626,0.0024657105
98,0.0019050183,0.0022104573
99,0.0018701395,0.0023583905
100,0.0018101538,0.0025062058
101,0.0014615321,0.0023719019
102,0.002083145,0.0035949377
103,0.0021382165,0.0023104742
104,0.001955647,0.0023803003
105,0.0017741276,0.0023043922
106,0.0018949026,0.0025808015
107,0.0016658402,0.0033708308
108,0.0018598048,0.0032129423
109,0.0015438976,0.002670505
110,0.0013528392,0.0030082813
111,0.0021862993,0.002616631
112,0.002189246,0.0023486223
113,0.0023362108,0.002151833
114,0.0013992238,0.0020764668
115,0.0016458689,0.001998663
116,0.0016008869,0.0021801237
117,0.0010834057,0.0023271912
118,0.0016707652,0.0031659226
119,0.0017123963,0.0019863003
120,0.0014785881,0.0017580406
121,0.0017836764,0.0019719764
122,0.00193319,0.0015592545
123,0.0017773452,0.0020416758
124,0.0012461889,0.0015514607
125,0.0019944373,0.0024602315
126,0.0018939584,0.0020283978
127,0.0012223829,0.0019953009
128,0.0018727692,0.0023403335
129,0.0015440995,0.001837282
130,0.0017049086,0.0016101705
131,0.0020687822,0.0016791376
132,0.0014279287,0.0021400733
133,0.0015380317,0.0015418036
134,0.0011827361,0.0019160442
135,0.0017788492,0.002446256
136,0.0013167268,0.0019389752
137,0.0014882956,0.002010523
138,0.0014555936,0.0022098238
139,0.0014792797,0.0015477246
140,0.0018590676,0.0013971615
141,0.0020518403,0.002223017
142,0.0011264393,0.0014164514
143,0.0014081155,0.0022527229
144,0.0020929608,0.0021797076
145,0.001369634,0.0016823118
146,0.0015092848,0.0013974409
147,0.0013082819,0.0021264073
148,0.0015174751,0.0018754333
149,0.0013738036,0.0020435983
150,0.0013508126,0.0023125573
151,0.0013612944,0.0014628929
152,0.0012869452,0.0017319827
153,0.0022829275,0.0029441013
154,0.0014127837,0.0018121405
155,0.0014350341,0.0018902867
156,0.001550466,0.0015415283
157,0.0012269304,0.0020087042
158,0.0018562812,0.0018253347
159,0.001276907,0.0024858702
160,0.0010994361,0.0015287393
161,0.0014417744,0.0023715259
162,0.00138329,0.002349299
163,0.00093374844,0.0017580733
164,0.0014683245,0.0023542815
165,0.0011612976,0.0014820879
166,0.0014424652,0.0018198862
167,0.000955918,0.0017286944
168,0.0010772141,0.002203341
169,0.0012750442,0.002016251
170,0.0015932355,0.0016506665
171,0.0012035731,0.0017912338
172,0.0012049144,0.0021630349
173,0.0018395173,0.0018135004
174,0.0008835831,0.001517769
175,0.0016266769,0.0017821535
176,0.0011236573,0.0018789654
177,0.0013947662,0.0016820005
178,0.0016524957,0.0014910866
179,0.0011289247,0.002286147
180,0.0010707076,0.0014463549
181,0.0014884805,0.0015365592
182,0.0014699593,0.0023424458
183,0.001636851,0.0020265807
184,0.0014029332,0.0020457432
185,0.0012282563,0.0014857652
186,0.0009034072,0.0020160768
187,0.0016957753,0.002093641
188,0.00091686053,0.001372508
189,0.0015121227,0.0022677735
190,0.0010249853,0.0012531652
191,0.0013065098,0.001774128
192,0.0011200353,0.002102729
193,0.0018145101,0.0012495744
194,0.00138296,0.0014723392
195,0.00143832,0.0014454012
196,0.00095760764,0.0020451252
197,0.0013233449,0.0017530777
198,0.0011914838,0.0021326344
199,0.0011964933,0.0016658747
200,0.0008822336,0.0022975544
